id,created_at,text,retweet_count,favorite_count
7.81622E+17,29/9/16 22:28,@MButler74 Just in time for Halloween _Ù_Ä,0,0
7.81619E+17,29/9/16 22:19,@arpstein _Ù÷_Ù÷_Ù÷_Ù÷_Ù÷_Ù÷ this is the best picture we've seen all day.,0,1
7.81619E+17,29/9/16 22:17,@madisonhall00 We couldn't agree with you more.,0,0
7.8161E+17,29/9/16 21:41,"@SECNationBus You know who is always on tap, ready to hand out an ice-cold Dr Pepper. #LarryNation https://t.co/oqj0277b2a",1,6
7.81608E+17,29/9/16 21:34,@meganmaher4 Congrats! You are now a member of https://t.co/J4dxD3mHCC,0,2
7.81602E+17,29/9/16 21:11,@jeweljuly2 He sounds like a keeper ‰_•ü,0,0
7.81582E+17,29/9/16 19:50,@Brooke_dierkop ‰÷Û•ü + Dr Pepper = _Ù÷,1,2
7.81582E+17,29/9/16 19:49,@clw3360 We approve of this message. https://t.co/AVn9yEhDx1,0,1
7.81582E+17,29/9/16 19:49,@withlovetabitha Same. https://t.co/rzlvF0Qi5n,0,0
7.81566E+17,29/9/16 18:47,@frankBAUMAN Dr Pepper &gt; coffee all day,0,0
7.81565E+17,29/9/16 18:45,@bobwiltfong @jimconnor You'll see him and his RV there! https://t.co/3uPEol7kC6,0,2
7.81565E+17,29/9/16 18:42,@kellikoots That's how we like to party _Ù_â,0,1
7.81561E+17,29/9/16 18:28,"@stassi Oh it‰Ûªs real, alright. We‰Ûªve got a bottle with your name on it _Ù÷ DM us when you can!",0,10
7.81536E+17,29/9/16 16:47,@allisonnhawkee Girl! We've been missing you.,0,1
7.81536E+17,29/9/16 16:46,@kaitlinnicole31 We were so sad and alone _Ù÷_ we thought we had done something wrong.,1,3
7.81535E+17,29/9/16 16:45,@hockeymayla Your cat is trying to tell you something _Ù÷È,0,1
7.81535E+17,29/9/16 16:44,@AshlynnStevens We feel you _ÙªÎ_ÙÈ,0,0
7.81535E+17,29/9/16 16:44,@XTRFATMANG0 @joaquin52661382 Well this is just the best thing we've heard all day _Ù÷_,0,1
7.81522E+17,29/9/16 15:50,@tomashartvig Picture Perfect Pepper _ÙÒü,0,1
7.81521E+17,29/9/16 15:50,@PatrenaMiller You're taking us way back! Classics never go out of style.,0,1
7.81521E+17,29/9/16 15:49,@jamiller1975 _ÙªÎ_ÙÈ You speak our language Adam!,0,0
7.81509E+17,29/9/16 14:59,@SaraJoCluff And you know we'll treat it right as long as you let us _ÙÕÏ,0,2
7.81504E+17,29/9/16 14:39,"@SaraJoCluff We hear you, Sara. Thanks for being on our side _Ù÷ä",0,2
7.81498E+17,29/9/16 14:17,@tomashartvig Beautiful _ÙÔÎ,0,1
7.81498E+17,29/9/16 14:16,@just_random_man There is! DM us and we can help you find it.,0,0
7.81498E+17,29/9/16 14:16,"@Griffster04 We like your style, Griffin _Ù÷_",1,3
7.81498E+17,29/9/16 14:15,"@gio_giambanco TY, Gio _Ù÷",1,4
7.81492E+17,29/9/16 13:54,"@tlcat06 We like the way you think, Tiff _Ù÷_",1,2
7.81492E+17,29/9/16 13:53,"@josephaday And THAT is how it's done_ÙÔÎ You go, Joseph.",0,1
7.8149E+17,29/9/16 13:46,@farenthold Like a true Pepper ‰Ï_,0,0
7.81243E+17,28/9/16 21:21,"@MANTLE97 Be the _Ù_ã  you wish to see in the world, Jesse!",1,5
7.81239E+17,28/9/16 21:07,"@tommiesis We're sorry that this happened, Tommie. DM us when you can - We'd like to address this for you.",0,1
7.81239E+17,28/9/16 21:06,@RavertCarlie That sounds like bliss _Ùª,0,1
7.81238E+17,28/9/16 21:04,"@UniASF_YT Cheers to that, Anthony _Ù÷_",0,0
7.81238E+17,28/9/16 21:03,"@fancysaucey You know we love you back, Nancy ‰_•ü",0,1
7.81238E+17,28/9/16 21:02,"@LancetheFresh We're glad you think so, Smooth Rover.",3,10
7.81238E+17,28/9/16 21:02,"@jessnschaf @kiragoob She's right, you nailed it ^",1,6
7.81237E+17,28/9/16 21:00,@aubriromero_ It's _ÙÓÔ for a Wednesday afternoon!,1,0
7.81235E+17,28/9/16 20:51,@_hvxo Hey now. You've got this _ÙÔ_,0,1
7.81235E+17,28/9/16 20:50,@cortespino Happy birthday Cortney's little_Ù_ö,2,5
7.81234E+17,28/9/16 20:47,"@LoganDobson @ThatsErica @beckyheartsfood We miss you too, Logan.",1,3
7.81234E+17,28/9/16 20:46,"@OrvalElliott We feel you, Orval. We hope you get your hands on a cold one soon _Ùª",0,1
7.81153E+17,28/9/16 15:25,@alblovely Dr Pepper &gt; coffee,1,3
7.81152E+17,28/9/16 15:22,"@gvbbysux Best combo, hands down",0,0
7.81152E+17,28/9/16 15:21,@kyles4471 Truer words have never been spoken,1,1
7.81151E+17,28/9/16 15:19,"@carrie_marie24 You know we've got your back, Carrie _ÙÔ_",1,2
7.81151E+17,28/9/16 15:18,@MrsBullajianWWE @WoodwayElem @woodwaystem Thank you for sparing us _ÙªÎ,1,2
7.8115E+17,28/9/16 15:16,@MandraSigma Happy birthday _Ù_ö,0,1
7.8115E+17,28/9/16 15:13,@cteubner17 @ashlee_blanton We'll proudly take second best in this case. Have fun _Ù÷ä,4,13
7.81149E+17,28/9/16 15:11,@matteodcruz Rightfully so _Ù÷ä,0,0
7.81149E+17,28/9/16 15:11,@djvladek62 Nice ‰Ï_  We can't wait to see your best Larry!,1,0
7.81149E+17,28/9/16 15:09,@bobthedj Our consumer relations team will be able to answer your questions about this product.  DM us for the #!,0,0
7.81148E+17,28/9/16 15:04,"@FraserMorgan_ You couldn't be more right about that, Fraser.",0,0
7.81147E+17,28/9/16 15:03,@FOX23SaraWhaley Any day is a Dr Pepper day though,0,0
7.80913E+17,27/9/16 23:32,@elrey_cody Helloooooo Sibley!!! _Ù÷È,0,0
7.80913E+17,27/9/16 23:32,@tjthebruce6 We're here for you always T.J.!,0,1
7.80913E+17,27/9/16 23:31,@docreez Can't beat a Dr Pepper at break time!,0,1
7.80913E+17,27/9/16 23:31,@scottlara1961 Hi there - could you please send us a direct message with this information? We'd love to help.,0,0
7.80913E+17,27/9/16 23:31,@clumsylaurinah _Ù÷,1,1
7.80913E+17,27/9/16 23:30,@Mav_Hellmund Time to get to sippin'!,0,1
7.80913E+17,27/9/16 23:30,@DP24seven That's one of our favorite #PickYourPepper bottles! Great choice.,0,1
7.80912E+17,27/9/16 23:29,@Jaimie_Morris The feeling is absolutely mutual.,1,1
7.80912E+17,27/9/16 23:29,@LindsayRoach96B Happy birthday AMY!!! _Ù_â,0,0
7.80891E+17,27/9/16 22:04,"@TheyCallMeVance Blasphemous! You should be ashamed, Vance.",1,1
7.80891E+17,27/9/16 22:03,"@SarahBeeebe     N‹ÛÛ‹ÛÛ O‹ÛÛ‹ÛÛ‹ÛÛ O‹ÛÛ‹ÛÛ‹ÛÛ‹ÛÛ O‹ÛÛ‹ÛÛ‹ÛÛ‹ÛÛ‹ÛÛo‹ÛÛ‹ÛÛ‹ÛÛ‹ÛÛ‹ÛÛ o‹ÛÛ‹ÛÛ‹ÛÛ‹ÛÛ‹ÛÛo‹ÛÛ‹ÛÛ‹ÛÛ‹ÛÛ ‹Ûâ‹ÛÛ‹ÛÛ‹ÛÛ ‹Ûâ‹ÛÛ‹ÛÛ‹ÛÛ.‹ÛÛ‹ÛÛ‹ÛÛ.‹ÛÛ‹ÛÛ‹ÛÛ .‹ÛÛ‹ÛÛ‹ÛÛ‹ÛÛ.",0,0
7.8089E+17,27/9/16 22:02,@RoyaltyBrian love u back,1,1
7.8089E+17,27/9/16 22:02,@DelightfulDame Home is where the heart is ‰Ï_,0,1
7.8089E+17,27/9/16 22:01,"@Schultz975 @CoreyElliot Clowns, no. Dr Pepper, yes.",0,2
7.8089E+17,27/9/16 21:59,"@MikeLacy_215 You're #1 for that, Mike https://t.co/9HS1ggIZm3",1,1
7.80889E+17,27/9/16 21:55,"@chloemonroeee We like the way you think, Chlo Chlo",3,4
7.80888E+17,27/9/16 21:54,@jaekub_ Tell 'em Jacob!,2,3
7.80888E+17,27/9/16 21:53,@eguitarguy We like Ben.,0,1
7.80888E+17,27/9/16 21:53,@Linaalf1 Follow your intuition,1,1
7.80887E+17,27/9/16 21:49,@R_Diggy Now you've got us all kinds of hungry. #nomnomnom,0,0
7.8088E+17,27/9/16 21:21,@MattGlenesk Couldn't get any better. _Ù÷_ https://t.co/OHeZqn7zds,0,1
7.8088E+17,27/9/16 21:20,@DanielStrauss4 This is what we like to see Daniel. https://t.co/hydepMIq1f,0,0
7.80834E+17,27/9/16 18:17,"@Stephucks @IceCreamPBJCake Be the _Ù_ã  you wish to see in the world, Darius!",1,10
7.80833E+17,27/9/16 18:15,@DanielStrauss4 What a time to be alive!,0,2
7.80798E+17,27/9/16 15:54,@MattGlenesk Victory ‰Ï_ https://t.co/OWnSkcoZu2,0,2
7.80769E+17,27/9/16 13:58,"@bobthedj Wow, that is quite the collection you've got there, Bob. We're impressed _Ù÷  DM when you can - we'd like to address this for you!",0,2
7.80762E+17,27/9/16 13:31,@KOCOAbigail Hi Abigail. We're sorry this happened. Please DM us when you get the chance - We'd like to address this for you.,0,1
7.80522E+17,26/9/16 21:37,@chrisromero9915 Cheers to that. https://t.co/X7zbdWpTOo,0,1
7.80521E+17,26/9/16 21:35,"@Al_Jaf90 We like the way you think, Ragnar",1,1
7.8052E+17,26/9/16 21:29,"@IvonneeA_ You're definitely onto something here, Ivy...",1,1
7.80519E+17,26/9/16 21:28,@lanadelrailey That honestly sounds like a dream,1,1
7.80519E+17,26/9/16 21:26,"@manyeeet_atwal Well put, Manreet _ÙÔ",4,4
7.80519E+17,26/9/16 21:26,@HorizonsOfChaos You know that's right _ÙªÎ,0,1
7.80516E+17,26/9/16 21:15,@sheilacakes7 There's no place like home! Especially when home is a Dr Pepper box _Ù÷ ,0,0
7.80492E+17,26/9/16 19:40,"@SeanKyd If you dc, then neither do we _Ù÷_ #DrPepper4life",0,2
7.80492E+17,26/9/16 19:38,@PeterBrinn Looks like you've stumbled upon one of our #PickYourPepper bottles_Ù÷_ View the full lineup of labels here: https://t.co/cPG2XvVCDN,0,1
7.80487E+17,26/9/16 19:19,@jungheecheols YOU GOT THIS ‰Ï_,1,2
7.80487E+17,26/9/16 19:18,@HorizonsOfChaos Like a professional _Ù÷Î,0,2
7.80454E+17,26/9/16 17:10,"@onlybluefeet You got this, bluefeet _ÙÔ_  Keep calm and Pepper up.",0,1
7.80454E+17,26/9/16 17:07,@paulzepeda722 We like the way you #PickYourPepper _Ù_÷,0,0
7.80454E+17,26/9/16 17:07,"@Norma1Aranda We like the way you think, Norma",0,1
7.80454E+17,26/9/16 17:06,@timmetriya_ It's what we do,0,0
7.80453E+17,26/9/16 17:06,"@siimplyshann0n You complete us, Shannon.",1,0
7.80453E+17,26/9/16 17:05,@amy_ladesic Maybe he liked it?,0,1
7.8045E+17,26/9/16 16:53,"@AnnoyingTiger88 We're here for you forever and for-always, Tiger _ÙÔ_",1,1
7.80449E+17,26/9/16 16:50,@AlecDRichards Hi Alec. Please DM us when you can - We'd like to address this for you.,0,1
7.80449E+17,26/9/16 16:49,@GammaRayCat You're welcome Gamma Ray Space Cat _ÙÔ,0,0
7.80449E+17,26/9/16 16:48,"@NoEXCuses___ Hey Eddie. Thanks, but we think you're the awesome one... _Ù÷_",1,1
7.80449E+17,26/9/16 16:46,"@benji_8owman @KaitlynJaymez We like the way you #PickYourPepper, Kaitlyn _Ù÷_",2,11
7.80439E+17,26/9/16 16:09,"@SquigglyRick Hey Rick, could you send us a direct message so we can set you up with Larry swag? Thanks!",0,0
7.80434E+17,26/9/16 15:49,"@knuckifyouBuc3 Thanks for your feedback, Buc! We'll record the increase in demand of Vanilla Float _ÙÔ",4,5
7.80434E+17,26/9/16 15:48,"@harbothunder Our shoulders are all warm here. Sorry for the late response - We hear you and appreciate you, Matthew _Ùª",0,0
7.80434E+17,26/9/16 15:47,"@HorizonsOfChaos We have reoccurring dreams of this exact scenario _Ù÷   We dig your fandom and persistence, Eric! DM us for sponsorship info.",1,2
7.80433E+17,26/9/16 15:43,@elrey_cody Hi Sibley _ÙÔÜ  We love you.,1,0
7.80423E+17,26/9/16 15:03,@ovjake123 Hey Jake. We're sorry to hear this... If you DM us we can help you locate Dr Pepper nearest you _ÙÔ,0,1
7.80412E+17,26/9/16 14:21,@jayfontaine26 Hey there - could you please send us a direct message so we can deliver your Larry swag? Thanks!,0,0
7.79441E+17,23/9/16 22:03,@xoxokushqueen Truth _ÙªÎ,0,2
7.79441E+17,23/9/16 22:02,"@_Ri_Blacc You know we love you back, Ri.",1,3
7.79441E+17,23/9/16 22:02,@claudjones3 @_izzynguyen Izzy you're the best for that,3,3
7.79441E+17,23/9/16 22:01,@AprilTara Top 3 best things on this planet,1,2
7.7944E+17,23/9/16 21:58,@tasha_graves_ No time for silly questions,1,1
7.7944E+17,23/9/16 21:58,@ElisaNicole_12 Basic needs #1 and #2,1,1
7.7944E+17,23/9/16 21:57,"@KakeMagic1 We're honored. Keep calm and Pepper up, Tiffany!",2,2
7.79439E+17,23/9/16 21:56,@Koulatte Keelan&gt;&gt;&gt;&gt;&gt;,0,2
7.79439E+17,23/9/16 21:56,"@Nogales_51 We like the way you're livin', Irvin.",0,0
7.79439E+17,23/9/16 21:54,@TLasheaLynnK This is something we could definitely get behind,0,1
7.79439E+17,23/9/16 21:53,@chloe_knehans Thanks for being so loyal _ÙªÎ  You rock our socks.,0,1
7.79438E+17,23/9/16 21:52,@Scr3wtap3s How could we refuse? _Ù÷ä,0,0
7.79438E+17,23/9/16 21:52,@JustHillDawg Might be worth it to invest in a personal Dr Pepper mini-fridge for your desk?,0,1
7.79438E+17,23/9/16 21:50,@jgpatty @JeremiahGonia @darrenrovell Truth ^,1,0
7.79436E+17,23/9/16 21:42,"@chloe_knehans Woop! Welcome to #TeamPepper, Chloe _Ù÷ä",0,1
7.79435E+17,23/9/16 21:41,@Scr3wtap3s BOOM. You know us oh so well.,0,0
7.79435E+17,23/9/16 21:39,@benrowley78 Now that looks like the place to be _ÙÔÎ,1,1
7.79395E+17,23/9/16 19:02,@whatamish #reunited and it feels so good,0,1
7.79393E+17,23/9/16 18:53,@Daniel_Prince Trust _Ùª,0,0
7.79393E+17,23/9/16 18:52,@GirlSailor72 TY,0,1
7.79393E+17,23/9/16 18:52,"@JaleneD We like the way you think, Jalene _Ù÷ä",0,0
7.79393E+17,23/9/16 18:50,@Scr3wtap3s You get one guess,0,1
7.79373E+17,23/9/16 17:34,@Scr3wtap3s There's only one thing we'll drink...,0,0
7.79365E+17,23/9/16 17:01,@DearKiara love you back _Ù÷ä,0,0
7.79347E+17,23/9/16 15:50,@1975brenna åø\_(‹Äã)_/åø,1,1
7.79347E+17,23/9/16 15:50,@Amberrr_Leighhh Happy to be your day-changer,1,1
7.79347E+17,23/9/16 15:49,@cacacalli Dr Pepper &gt; ‰÷¥•ü,0,1
7.79347E+17,23/9/16 15:47,@midnightt_magic Be the _Ù_ã  you wish to see in the world.,0,1
7.79346E+17,23/9/16 15:44,@coop__11 Just being cheeky. Hope you find what you need.,0,0
7.7933E+17,23/9/16 14:43,@coop__11 Hi,0,0
7.79328E+17,23/9/16 14:34,"@ShernJenna You know we love you back, Jenna _Ù÷ä",0,0
7.79327E+17,23/9/16 14:30,"@juliespeshul We're sorry about this, Julie. Please DM when you can - We'd like to address this for you.",0,0
7.79325E+17,23/9/16 14:21,"@jeff_shoemaker Awesome _Ù÷_ Happy Friday, Jeff!",0,0
7.79324E+17,23/9/16 14:20,@JoshSlushi We're glad you think so _Ù÷,0,0
7.79324E+17,23/9/16 14:19,"@AlexisOrdel We hope someone comes through for you, Alexis _ÙªÎ",0,0
7.79324E+17,23/9/16 14:16,@BobbyHesson Hi Bobby. We're very sorry about this. Please DM us when you can - We'd like to get more info on this.,0,0
7.79322E+17,23/9/16 14:11,"@SydScarb Thank you for your feedback, Scarb. We'll pass this concern along to our teams.",1,1
7.79321E+17,23/9/16 14:06,@amyru_ You know we've got your back _Ù÷_,0,0
7.79321E+17,23/9/16 14:05,@KEnagonio _Ù÷ä,0,2
7.79321E+17,23/9/16 14:04,"@officialparker3 Hi Parker. This sounds strange _Ù_Ó We don't think there's a reason to worry, but DM us if you're still feeling concerned.",0,0
7.7932E+17,23/9/16 14:03,"@jeff_shoemaker Ah, we're sorry this happened Jeff _Ù÷Ó DM us and we'll connect you with our consumer relations team.",0,1
7.79075E+17,22/9/16 21:47,@kitkatkitten15 No shame in that Dr Pepper game,1,1
7.79075E+17,22/9/16 21:46,@ChelseaaHouldey We couldn't agree with you more,0,0
7.79074E+17,22/9/16 21:46,"@LoisBreann tbh, we totally appreciate this",0,3
7.79074E+17,22/9/16 21:46,@Texarchivist Best way to end the work day https://t.co/g8dmLmWQ38,2,1
7.79074E+17,22/9/16 21:45,@MikeShotIt ‰_•ü we get you,0,1
7.79074E+17,22/9/16 21:44,@ALifeInTheBurbs Including a #PickYourPepper bottle. Now you've got everything!,0,0
7.79074E+17,22/9/16 21:43,@Kosmo2706 Hey there - feel free to DM us with any questions or concerns you might have!,0,0
7.79073E+17,22/9/16 21:40,@kfranki Rock on Kerry-Ann _Ù_÷,0,0
7.79073E+17,22/9/16 21:40,@ToddJAwesome https://t.co/wdE6B2mDfU,17,11
7.79073E+17,22/9/16 21:39,@meranieann There is so much truth to this statement _ÙªÎ_ÙÈ,0,1
7.79073E+17,22/9/16 21:38,@tiffnicgreen We know that feeling all too well _Ùªã,0,0
7.79032E+17,22/9/16 18:57,@RainQ04 That's our kind of club!,1,0
7.7903E+17,22/9/16 18:49,@xChazTimminsx Back atcha _Ù÷÷_Ù÷÷_Ù÷÷_Ù÷÷,1,0
7.7903E+17,22/9/16 18:49,@ChairmanJimmy _ÙªÎ_ÙÈ,1,2
7.7903E+17,22/9/16 18:48,@yellowlablover SOMEONE BRING THIS LADY A DR PEPPER STAT _Ù_¬_Ù_¬_Ù_¬_Ù_¬,1,1
7.79029E+17,22/9/16 18:47,@Optimus_Layne You've found a legit #PickYourPepper bottle just in time for #fall _Ù_Ä,1,1
